id_ords,data_provider,country,step_barrier_id,step_barrier,product_category,brand,repair_status,year_of_manufacture,event_date,language,problem
restart_10887,The Restart Project,GBR,8,Poor data,Misc,Unknown,Repairable,2014,2019-01-13,en,no charge
restart_11064,The Restart Project,GBR,8,Poor data,Decorative or safety lights,Unknown,Repairable,2014,2019-01-20,en,"battery ran down, not charging."
restart_11277,The Restart Project,CAN,8,Poor data,Laptop,Unknown,Repairable,????,2019-02-05,en,HDMI bug + battery
restart_11551,The Restart Project,GBR,8,Poor data,Mobile,Unknown,Repairable,????,2019-02-16,en,won't charge
restart_1184,The Restart Project,ITA,8,Poor data,Small kitchen item,Unknown,Repairable,????,2015-02-01,en,Cheese grater that doesn't recharge
restart_11889,The Restart Project,CAN,8,Poor data,Tablet,Unknown,Repairable,????,2019-03-06,en,Not booting/charging
restart_12031,The Restart Project,CAN,8,Poor data,Mobile,Unknown,Repairable,????,2019-03-13,en,Battery drainage
restart_12065,The Restart Project,GBR,8,Poor data,Tablet,Hudl,Repairable,????,2019-03-16,en,"Unable to charge / couldn't find fault, returning when more time"
restart_12308,The Restart Project,IRL,8,Poor data,Tablet,Lenovo,Repairable,????,2019-03-23,en,Tablet does not charge
restart_12517,The Restart Project,GBR,8,Poor data,TV and gaming-related accessories,Unknown,Repairable,????,2019-04-06,en,Play station 4 controller won't charge or turn on - not seen due to lack of time
restart_1270,The Restart Project,GBR,8,Poor data,Vacuum,Unknown,Repairable,????,2015-03-21,en,Portablle vacuum. Stopped working. Needs charging.
restart_12743,The Restart Project,GBR,8,Poor data,Portable radio,Philips,Repairable,????,2019-04-20,en,"No reception - intermittent power issue, but hard to locate broken connection. Returning to investigate with another PSU or batteries."
restart_1284,The Restart Project,GBR,8,Poor data,Mobile,Nokia,Repairable,????,2015-03-21,en,Not charging. won't turn on. Advice given.
restart_13008,The Restart Project,GBR,8,Poor data,Mobile,Samsung,Repairable,2017,2019-05-11,en,Doesn't turn on.Could be a battery issue.  Recommended to try a new battery and then if no joy take it to professional repairer.
restart_13037,The Restart Project,BEL,8,Poor data,Tablet,Unknown,Repairable,????,2019-05-11,nl,laadt niet meer op - doesn't charge anymore
restart_13608,The Restart Project,ITA,8,Poor data,Laptop,Unknown,Repairable,????,2019-06-02,en,Battery doesn't load
restart_13682,The Restart Project,GBR,8,Poor data,Misc,Unknown,Repairable,????,2019-06-08,en,Battery and back-light.  Needs glue.
restart_13949,The Restart Project,GBR,8,Poor data,Laptop,Dell,Repairable,????,2019-06-25,en,Performance. Battery? - Updated - battery need more investigation
restart_13954,The Restart Project,GBR,8,Poor data,PC accessory,Apple,Repairable,2009,2019-06-25,en,Not charging
restart_13963,The Restart Project,GBR,8,Poor data,Portable radio,Pure,Repairable,2004,2019-06-25,en,Leaked battery? - Needed a different screwdriver
restart_14179,The Restart Project,GBR,8,Poor data,Tablet,Tesco,Repairable,2014,2019-07-15,en,Battery not charging
restart_14206,The Restart Project,GBR,8,Poor data,Digital compact camera,Nikon,Repairable,2009,2019-07-20,en,Battery doesn't charge - suspected connection problem.  More likely to be battery issue.
restart_14417,The Restart Project,CAN,8,Poor data,Portable radio,Unknown,Repairable,????,2019-08-15,en,Charging problem
restart_14486,The Restart Project,GBR,8,Poor data,Tablet,Acer,Repairable,2018,2019-09-02,en,Won't charge
restart_14570,The Restart Project,GBR,8,Poor data,Vacuum,AEG,Repairable,????,2019-09-07,en,"Motor switches off after a few seconds; checked batteries, but need manufacturer diagnosis"
restart_14634,The Restart Project,CAN,8,Poor data,Laptop,Unknown,Repairable,????,2019-09-12,en,Charging problem
restart_14666,The Restart Project,GBR,8,Poor data,Misc,Unknown,Repairable,????,2019-09-14,en,Advice given on cable and battery
restart_14823,The Restart Project,SWE,8,Poor data,Mobile,Samsung,Repairable,2014,2019-09-26,en,doesn't charge
restart_14840,The Restart Project,SWE,8,Poor data,Mobile,Samsung,Repairable,2014,2019-09-26,en,Not charging
restart_14841,The Restart Project,SWE,8,Poor data,Mobile,Samsung,Repairable,2014,2019-09-26,en,not charging
restart_15247,The Restart Project,GBR,8,Poor data,Laptop,Dell,Repairable,????,2019-10-19,en,Problem charging
restart_15281,The Restart Project,GBR,8,Poor data,Mobile,Unknown,Repairable,2017,2019-10-19,en,"Not switching on, maybe battery gone"
restart_1529,The Restart Project,GBR,8,Poor data,Games console,Nintendo,Repairable,????,2015-07-11,en,DS console - couldn't find a charger
restart_15429,The Restart Project,CAN,8,Poor data,Laptop,Unknown,Repairable,????,2019-10-23,en,Slow device + charging problem
restart_15463,The Restart Project,BEL,8,Poor data,Food processor,Kenwood,Repairable,2017,2019-10-26,en,probably over charged during use
restart_15779,The Restart Project,GBR,8,Poor data,Laptop,Dell,Repairable,2014,2019-11-11,en,Not charging
restart_15934,The Restart Project,GBR,8,Poor data,Misc,Unknown,Repairable,2014,2019-11-23,en,"Not charging, no light.  To check at home"
restart_15962,The Restart Project,GBR,8,Poor data,Hi-Fi separates,Boom,Repairable,2016,2019-11-23,en,Not recharging
restart_16155,The Restart Project,CAN,8,Poor data,Tablet,Unknown,Repairable,????,2019-12-05,en,Not charging
restart_16249,The Restart Project,GBR,8,Poor data,Misc,Unknown,Repairable,????,2019-12-10,en,Doesn't charge
restart_16374,The Restart Project,ESP,8,Poor data,Hi-Fi separates,JBL,Repairable,2019,2019-12-30,en,Battery won't charge.
restart_16444,The Restart Project,ESP,8,Poor data,Vacuum,Dyson,Repairable,????,2020-01-11,en,"The owner wanted to install a new electronic board, but it wouldn't work. We thought maybe it run out of battery."
restart_16512,The Restart Project,GBR,8,Poor data,Mobile,Nokia,Repairable,2018,2020-01-18,en,charging problems
restart_16809,The Restart Project,GBR,8,Poor data,Hi-Fi separates,Apple,Repairable,????,2020-01-26,en,Doesn't work.  Needs batteries to test it.
restart_16818,The Restart Project,GBR,8,Poor data,Vacuum,Unknown,Repairable,????,2020-01-26,en,Error message is battery related.  PCB fault suspected.  Unable to test as battery low.
restart_1717,The Restart Project,GBR,8,Poor data,Decorative or safety lights,Unknown,Repairable,????,2015-09-26,en,"Torch. Loose connection. No batteries, unable to test."
restart_17262,The Restart Project,GBR,8,Poor data,Toy,Unknown,Repairable,????,2020-02-15,en,battery operated toy
restart_1738,The Restart Project,GBR,8,Poor data,Digital compact camera,Nikon,Repairable,????,2015-09-26,en,cannot charged
restart_17765,The Restart Project,BEL,8,Poor data,Laptop,Microsoft,Repairable,2010,2020-09-19,fr,ne charge plus
restart_1818,The Restart Project,GBR,8,Poor data,Mobile,LG,Repairable,????,2015-10-20,en,"Not holding a charge. Spare battery does not appear to work, but needs time to verify."
restart_2035,The Restart Project,GBR,8,Poor data,Mobile,Nokia,Repairable,????,2015-12-15,en,Not charging
restart_2041,The Restart Project,GBR,8,Poor data,Tablet,Apple,Repairable,????,2015-12-15,en,Not charging
restart_2045,The Restart Project,GBR,8,Poor data,Tablet,Amazon,Repairable,????,2015-12-15,en,Not charging - advised to contact manufacturer
restart_2280,The Restart Project,ESP,8,Poor data,Mobile,Unknown,Repairable,????,2016-02-23,es,sembla que allÃ on s'endolla estÃ xafat i no puc carregar la bateria
restart_2391,The Restart Project,GBR,8,Poor data,Laptop,Dell,Repairable,????,2016-03-12,en,"Won't work, no battery"
restart_2398,The Restart Project,GBR,8,Poor data,Mobile,Nokia,Repairable,????,2016-03-12,en,Not charging
restart_2513,The Restart Project,GBR,8,Poor data,Tablet,Unknown,Repairable,????,2016-04-09,en,wont charge
restart_2661,The Restart Project,GBR,8,Poor data,Games console,Nintendo,Repairable,????,2016-05-14,en,Not working. Needs charger to test it properly.
restart_2708,The Restart Project,GBR,8,Poor data,Tablet,Apple,Repairable,????,2016-05-18,en,Doesn't charge. Participant left early not enough time
restart_2851,The Restart Project,GBR,8,Poor data,Mobile,Samsung,Repairable,????,2016-06-06,en,Doesn't charge
restart_2870,The Restart Project,GBR,8,Poor data,Mobile,HTC,Repairable,????,2016-06-11,en,Not charging. Gave advice but needs more time to open it and have a look.
restart_2876,The Restart Project,GBR,8,Poor data,Portable radio,Pure,Repairable,????,2016-06-11,en,"Battery problem. Works, but more work needed."
restart_2887,The Restart Project,GBR,8,Poor data,Digital compact camera,Nikon,Repairable,????,2016-06-11,en,Sometimes doesn't turn on. Needs charger to test. (Back next time).
restart_2985,The Restart Project,GBR,8,Poor data,Mobile,Sony,Repairable,????,2016-06-24,en,Not charging
restart_3341,The Restart Project,GBR,8,Poor data,Mobile,Unknown,Repairable,????,2016-10-01,en,Power issue. Dead battery. Some progress.
restart_4121,The Restart Project,GBR,8,Poor data,Battery/charger/adapter,Unknown,Repairable,????,2017-01-28,en,"Phone charger, doesn't charge the phone. Advice given."
restart_4163,The Restart Project,GBR,8,Poor data,Tablet,TomTom,Repairable,????,2017-01-28,en,Sat Nav - car charging problem
restart_417,The Restart Project,GBR,8,Poor data,Handheld entertainment device,Unknown,Repairable,????,2014-02-19,en,Mp3 player - Not charging - Needs a spare part
restart_4362,The Restart Project,GBR,8,Poor data,Mobile,Motorola,Repairable,????,2017-02-11,en,No activity. Battery problem needs to be resolved first before looking at other parts of the system
restart_4522,The Restart Project,GBR,8,Poor data,Tablet,Nexus,Repairable,????,2017-03-18,en,Not charging. Might be working!
restart_4534,The Restart Project,GBR,8,Poor data,Tablet,ASUS,Repairable,????,2017-03-18,en,Not turning on. Charge it and see.
restart_4543,The Restart Project,GBR,8,Poor data,Mobile,Unknown,Repairable,????,2017-03-18,en,Moaike - Won't charge
restart_4976,The Restart Project,NOR,8,Poor data,PC accessory,Apple,Repairable,????,2017-05-06,en,Charger does not charge
restart_551,The Restart Project,GBR,8,Poor data,Tablet,Unknown,Repairable,????,2014-04-12,en,Not charging properly
restart_5705,The Restart Project,GBR,8,Poor data,Games console,Nintendo,Repairable,????,2017-07-22,en,Pokemon Game Boy Cartridge - not saving data. Possible battery change needed. Unable to open without proprietary screwdriver. Advice given.
restart_5719,The Restart Project,GBR,8,Poor data,Watch/clock,Unknown,Repairable,????,2017-07-22,en,Watch - new battery still not working. Outcome unknown
restart_5887,The Restart Project,NOR,8,Poor data,Large home electrical,Unknown,Repairable,????,2017-09-03,en,Electric bicycle battery
restart_6211,The Restart Project,GBR,8,Poor data,Decorative or safety lights,Rolson,Repairable,????,2017-10-14,en,Torch Doesn't charge
restart_6780,The Restart Project,GBR,8,Poor data,Laptop,HP,Repairable,????,2017-12-02,en,"spiller water on it. battery not working. advised to dry out with rich, hairdryer etc and test again"
restart_6803,The Restart Project,ESP,8,Poor data,Power tool,Bosch,Repairable,????,2017-12-02,en,Dead battery or damaged charger.
restart_6845,The Restart Project,GBR,8,Poor data,Laptop,Dell,Repairable,????,2017-12-09,en,Battery warnings on screen. non-descript error messages. various issues. guidance given
restart_6886,The Restart Project,GBR,8,Poor data,Decorative or safety lights,Unknown,Repairable,????,2017-12-09,en,USB charging bike light
restart_6943,The Restart Project,GBR,8,Poor data,Mobile,Apple,Repairable,????,2018-01-14,en,advice given - battery
restart_6945,The Restart Project,GBR,8,Poor data,Power tool,Black & Decker,Repairable,????,2018-01-14,en,strimmer battery pack
restart_7075,The Restart Project,GBR,8,Poor data,Laptop,Unknown,Repairable,????,2018-01-28,en,Possible PSU or battery problem.
restart_714,The Restart Project,GBR,8,Poor data,PC accessory,Unknown,Repairable,????,2014-06-25,en,Mobile charger-receiver - Circuit board-level? -
restart_7267,The Restart Project,CAN,8,Poor data,Tablet,Unknown,Repairable,????,2018-02-22,fr,Pb allumage de batterie
restart_7535,The Restart Project,GBR,8,Poor data,Hi-Fi separates,Unknown,Repairable,????,2018-03-18,en,Battery problems.
restart_7562,The Restart Project,CAN,8,Poor data,Mobile,Unknown,Repairable,????,2018-03-22,fr,Ne charge pas
restart_7822,The Restart Project,ISL,8,Poor data,Mobile,fairphone,Repairable,2017,2018-04-11,en,"the batterie was missing, so hard to figure out what is wrong, we'll take it with us next time too and continue with it."
restart_8013,The Restart Project,GBR,8,Poor data,DSLR/video camera,Unknown,Repairable,????,2018-04-22,en,Camcorder charger.  Owner was signposted to further help.
restart_8154,The Restart Project,USA,8,Poor data,PC accessory,Belkin,Repairable,????,2018-05-05,en,Charger
restart_8269,The Restart Project,GBR,8,Poor data,Mobile,Apple,Repairable,2016,2018-05-12,en,does not power on - battery
restart_8688,The Restart Project,GBR,8,Poor data,Mobile,Samsung,Repairable,????,2018-07-07,en,Charging takes ages
restart_8868,The Restart Project,GBR,8,Poor data,Laptop,Acer,Repairable,2013,2018-07-21,en,Battery not charging
restart_8924,The Restart Project,GBR,8,Poor data,Tablet,Samsung,Repairable,2015,2018-08-16,en,"Not chargind, smashed screen"
restart_8967,The Restart Project,GBR,8,Poor data,Lamp,Unknown,Repairable,2015,2018-09-01,en,"Uneven brightness, owner advised to try recharging on 6v."
restart_9350,The Restart Project,CAN,8,Poor data,Mobile,Unknown,Repairable,????,2018-09-28,en,Charge/battery
restart_9420,The Restart Project,GBR,8,Poor data,Misc,Unknown,Repairable,2003,2018-10-06,en,rechargeable torch not turning on
restart_9721,The Restart Project,NOR,8,Poor data,Tablet,Samsung,Repairable,2012,2018-10-20,en,Not charging
anstiftung_5424,anstiftung,DEU,18,Poor data,Laptop,Unknown,End of life,????,2020-07-05,de,akku kaput
rcint_10153,Repair Café International,NLD,18,Poor data,Power tool,Makita,End of life,2011,2018-10-06,nl,"doet niets, beide accu's niet"
rcint_1042,Repair Café International,NLD,18,Poor data,Power tool,Topcraft,End of life,2005,2017-05-13,nl,Defecte batterij
rcint_10836,Repair Café International,NLD,18,Poor data,Tablet,Hairgnon,End of life,2000,2018-10-27,nl,kan niet meer laden
rcint_10892,Repair Café International,NLD,18,Poor data,Power tool,Black & Decker,End of life,2010,2018-11-02,nl,Accu laadt niet op
rcint_11929,Repair Café International,NLD,18,Poor data,Misc,Sundvall,End of life,2015,2018-11-25,nl,Diverse problemen met accu en wielen
rcint_11983,Repair Café International,NLD,18,Poor data,Battery/charger/adapter,Sparta,End of life,????,2018-11-30,nl,accu snel leeg
rcint_12270,Repair Café International,NLD,18,Poor data,Power tool,Gamma,End of life,2008,2018-12-01,nl,Accu probleem
rcint_12271,Repair Café International,NLD,18,Poor data,Power tool,Skil,End of life,2008,2018-12-01,nl,Waarschijnlijk accu
rcint_12288,Repair Café International,NLD,18,Poor data,Small home electrical,Leifheit,End of life,2016,2018-12-01,nl,oplaad batterrij defect
rcint_12327,Repair Café International,NLD,18,Poor data,Lamp,Unknown,End of life,????,2018-12-01,nl,Zonnecel opladen werkt niet
rcint_12353,Repair Café International,NLD,18,Poor data,Power tool,Kraftworld,End of life,2016,2018-12-01,nl,Opladen werkt niet meer
rcint_13120,Repair Café International,NLD,18,Poor data,Vacuum,Raido,End of life,2016,2019-01-05,nl,defecte batterij
rcint_13570,Repair Café International,NLD,18,Poor data,Hair & beauty item,Braun,End of life,????,2019-01-26,nl,Laadt niet meer. Vermoedelijk is de accu niet meer goed.
rcint_13794,Repair Café International,GBR,18,Poor data,Watch/clock,Unknown,End of life,????,2019-01-26,en,Needs new battery
rcint_13841,Repair Café International,GBR,18,Poor data,Desktop computer,Unknown,End of life,????,2019-01-26,en,Not charging
rcint_14403,Repair Café International,NLD,18,Poor data,Battery/charger/adapter,Black & Decker,End of life,????,2019-02-04,nl,Accu's laden niet meer op
rcint_15278,Repair Café International,NLD,18,Poor data,Power tool,Hitachi,End of life,2014,2019-03-02,nl,Accu laadt niet op. Acculader BSL1415
rcint_15632,Repair Café International,NLD,18,Poor data,Battery/charger/adapter,Unknown,End of life,????,2019-03-09,nl,Batterijlader laadt niet meer
rcint_15865,Repair Café International,NLD,18,Poor data,Power tool,Toledo,End of life,????,2019-03-21,nl,Batterij snel leeg
rcint_15967,Repair Café International,GBR,18,Poor data,Power tool,Unknown,End of life,????,2019-03-23,en,Won't charge
rcint_15982,Repair Café International,GBR,18,Poor data,Hi-Fi separates,Unknown,End of life,????,2019-03-23,en,Not charging
rcint_16310,Repair Café International,NLD,18,Poor data,Power tool,Vendex,End of life,????,2019-04-04,nl,accu+oplader
rcint_17974,Repair Café International,NLD,18,Poor data,Vacuum,SilverCrest,End of life,????,2019-05-11,nl,Doet het niet. Oplader stuk of accu?
rcint_18117,Repair Café International,AUS,18,Poor data,Small home electrical,Bosch,End of life,2010,2019-05-12,en,Does not charge
rcint_18485,Repair Café International,NLD,18,Poor data,Power tool,Bosch,End of life,2000,2019-05-25,nl,Doet niets / lader of accu
rcint_18602,Repair Café International,USA,18,Poor data,Toy,Unknown,End of life,1960,2019-05-25,en,batteries don't work
rcint_18853,Repair Café International,NLD,18,Poor data,Power tool,Topcraft,End of life,2005,2019-06-01,nl,"Draait niet, accu's luken wel opgeladen"
rcint_19413,Repair Café International,NLD,18,Poor data,Hi-Fi separates,WVNGR,End of life,????,2019-06-22,nl,Valt na tijdje harde muziek (op accu) uit
rcint_19754,Repair Café International,NLD,18,Poor data,Misc,Carpoint,End of life,????,2019-07-06,nl,accu defect / oplader defect /  --- kortsluiting
rcint_19775,Repair Café International,NLD,18,Poor data,Tablet,Icarus,End of life,2017,2019-07-06,nl,wil niet meer opladen
rcint_19780,Repair Café International,NLD,18,Poor data,Small home electrical,Makita,End of life,2013,2019-07-06,nl,accu is defect   -  ouderdom?
rcint_2002,Repair Café International,NLD,18,Poor data,Small home electrical,Bosch,End of life,2007,2017-09-02,nl,accu is op
rcint_20163,Repair Café International,NLD,18,Poor data,Hi-Fi separates,Plusap,End of life,2016,2019-07-27,nl,kan niet opladen
rcint_20328,Repair Café International,GBR,18,Poor data,Vacuum,Unknown,End of life,????,2019-07-27,en,Not charging
rcint_20664,Repair Café International,NLD,18,Poor data,Games console,Nintendo,End of life,????,2019-08-24,nl,Batterijhouder
rcint_20873,Repair Café International,NLD,18,Poor data,Tablet,Kobo,End of life,2010,2019-08-31,nl,Doet het niet meer ws. omdat hij lang stil heeft gestaan en de batterij leeg is
rcint_21884,Repair Café International,CAN,18,Poor data,Portable radio,Sony,End of life,2002,2019-09-21,en,"won't do a full charge, loses charge after 2 hours"
rcint_22338,Repair Café International,GBR,18,Poor data,Power tool,Unknown,End of life,????,2019-09-28,en,Not charging
rcint_22430,Repair Café International,GBR,18,Poor data,Power tool,Bosch,End of life,????,2019-09-28,en,Not working or charging
rcint_22779,Repair Café International,NLD,18,Poor data,Portable radio,Zazu,End of life,????,2019-10-05,nl,"werkt wel op batterij, niet op stroom"
rcint_23108,Repair Café International,NLD,18,Poor data,Lamp,Unknown,End of life,2015,2019-10-12,nl,brand niet na plaatsen nieuwe batterijebn
rcint_23504,Repair Café International,CAN,18,Poor data,Digital compact camera,Minolta,End of life,1990,2019-10-19,en,"issues taking photos, battery"
rcint_23766,Repair Café International,NLD,18,Poor data,Watch/clock,Zentia,End of life,1999,2019-10-26,nl,Nieuw batterijtje plaasten
rcint_23785,Repair Café International,NLD,18,Poor data,Watch/clock,Riverdale Clock,End of life,2000,2019-10-26,nl,Na verwisselen van batterij doet hij niets meer.
rcint_24373,Repair Café International,NLD,18,Poor data,Watch/clock,Newgate Londen,End of life,1999,2019-11-02,nl,doet het niet - nieuwe batterij?
rcint_24424,Repair Café International,NLD,18,Poor data,Small home electrical,K?§rcher,End of life,2016,2019-11-02,nl,Laden doet het niet
rcint_24725,Repair Café International,NLD,18,Poor data,Power tool,Black & Decker,End of life,????,2019-11-09,nl,Accu of oplader defect
rcint_25037,Repair Café International,NLD,18,Poor data,Misc,Absaar,End of life,????,2019-11-12,nl,acculader
rcint_25504,Repair Café International,GBR,18,Poor data,Lamp,Cluson,End of life,????,2019-11-23,en,Not holding charge
rcint_26000,Repair Café International,CAN,18,Poor data,Battery/charger/adapter,Unknown,End of life,????,2019-11-30,en,stopped charging
rcint_26004,Repair Café International,CAN,18,Poor data,Watch/clock,Unknown,End of life,2017,2019-11-30,en,battery change
rcint_26005,Repair Café International,CAN,18,Poor data,Watch/clock,Unknown,End of life,2017,2019-11-30,en,battery change
rcint_26175,Repair Café International,NLD,18,Poor data,Lamp,Unknown,End of life,????,2019-12-07,nl,hulp bij batterijwissel
rcint_26324,Repair Café International,NLD,18,Poor data,Hair & beauty item,Philips,End of life,????,2019-12-07,nl,kabel komt niet aan de batterij
rcint_26330,Repair Café International,NLD,18,Poor data,Hair & beauty item,Philips,End of life,????,2019-12-07,nl,kabel komt niet aan de batterij
rcint_26433,Repair Café International,NLD,18,Poor data,Vacuum,Black & Decker,End of life,2008,2019-12-07,nl,laadt niet meer goed op; batterijen/cellen vervangen?
rcint_26480,Repair Café International,NLD,18,Poor data,Tablet,Kobo,End of life,????,2019-12-07,nl,batterij waarschijnlijk stuk
rcint_26494,Repair Café International,NLD,18,Poor data,Small home electrical,K?§rcher,End of life,2015,2019-12-07,nl,Accu laadt niet meer op
rcint_26544,Repair Café International,NLD,18,Poor data,Small home electrical,K?§rcher,End of life,????,2019-12-07,nl,accu stuk
rcint_27049,Repair Café International,NLD,18,Poor data,Vacuum,Electrolux,End of life,????,2019-12-20,nl,accu kapot
rcint_27698,Repair Café International,NLD,18,Poor data,Vacuum,Unknown,End of life,????,2020-01-11,nl,batterij laadt niet op
rcint_28414,Repair Café International,NLD,18,Poor data,Watch/clock,Unknown,End of life,2000,2020-01-25,nl,Batterij  niet goed vervangen
rcint_2861,Repair Café International,NLD,18,Poor data,Power tool,Makita,End of life,2002,2017-10-23,nl,De accu's zijn op.
rcint_28629,Repair Café International,CAN,18,Poor data,Large home electrical,Glion,End of life,2017,2020-01-25,en,when plugged into charger battery doesn't charge
rcint_28637,Repair Café International,CAN,18,Poor data,Hi-Fi separates,Outdoor Tech,End of life,2018,2020-01-25,en,does not charge
rcint_28757,Repair Café International,GBR,18,Poor data,Tablet,Arnova,End of life,????,2020-01-26,en,Charging port not working
rcint_28852,Repair Café International,NLD,18,Poor data,Lamp,Unknown,End of life,2013,2020-01-31,nl,"Functioneert niet goed, zonnepaneel laadt batterij niet meer op"
rcint_29099,Repair Café International,NLD,18,Poor data,Large home electrical,Topcraft,End of life,2013,2020-02-01,nl,"Stopte er opeens mee, ondanks opgeladen batterij"
rcint_30807,Repair Café International,NLD,18,Poor data,Lamp,Unknown,End of life,????,2020-02-29,nl,batterij zit vast
rcint_30924,Repair Café International,FRA,18,Poor data,Vacuum,Moulinex,End of life,????,2020-02-29,fr,Ne prend plus la charge
rcint_31406,Repair Café International,GBR,18,Poor data,Misc,Peugeot,End of life,2008,2020-03-07,en,Battery runs out really quickly; please check the contacts
rcint_31754,Repair Café International,FRA,18,Poor data,Vacuum,Dirt Devil,End of life,2017,2020-07-25,fr,Clignote au moment de la charge de la batterie
rcint_31948,Repair Café International,NLD,18,Poor data,Laptop,Acer,End of life,????,2020-09-05,nl,batterij laadt niet op
rcint_32165,Repair Café International,NLD,18,Poor data,Misc,Stella,End of life,2010,2020-09-26,nl,accu laad niet op
rcint_3689,Repair Café International,NLD,18,Poor data,Laptop,Siemens,End of life,2007,2017-12-02,nl,Batterij defect
rcint_5145,Repair Café International,NLD,18,Poor data,Toy,Unknown,End of life,????,2018-02-10,nl,Batterij lek
rcint_5782,Repair Café International,NLD,18,Poor data,Vacuum,Domo,End of life,2017,2018-03-16,nl,Accu's?
rcint_5839,Repair Café International,NLD,18,Poor data,Hair & beauty item,Braun,End of life,????,2018-03-17,en,Accu of adapter?
rcint_6031,Repair Café International,NLD,18,Poor data,Small home electrical,Philips,End of life,2014,2018-03-31,nl,wil niet opladen
rcint_605,Repair Café International,NLD,18,Poor data,Lamp,Unknown,End of life,????,2017-04-01,nl,Misschien te ver ontladen
rcint_6089,Repair Café International,NLD,18,Poor data,Vacuum,Tomado,End of life,????,2018-04-02,nl,Accu's zijn op
rcint_6173,Repair Café International,NLD,18,Poor data,Tablet,Palm OS,End of life,1996,2018-04-07,nl,laadspotcontact kapot of charge controller
rcint_6429,Repair Café International,NLD,18,Poor data,Battery/charger/adapter,GWA Inc,End of life,????,2018-04-11,nl,Accu zelf
rcint_6521,Repair Café International,FRA,18,Poor data,Vacuum,Unknown,End of life,????,2018-04-17,fr,Ne charge plus
rcint_6597,Repair Café International,NLD,18,Poor data,Power tool,Black & Decker,End of life,????,2018-04-21,en,Accu of adapter?
rcint_6617,Repair Café International,FRA,18,Poor data,Vacuum,Unknown,End of life,????,2018-04-21,fr,Ne se charge plus
rcint_6891,Repair Café International,NLD,18,Poor data,Laptop,Toshiba,End of life,2013,2018-05-05,nl,Batterij defect
rcint_7406,Repair Café International,GBR,18,Poor data,Tablet,Unknown,End of life,????,2018-05-26,en,Won't charge
rcint_750,Repair Café International,NLD,18,Poor data,Hair & beauty item,Philips,End of life,2014,2017-04-15,nl,Accu laadt niet meer op
rcint_9122,Repair Café International,NLD,18,Poor data,Watch/clock,Benetton,End of life,????,2018-09-01,nl,Batterij leeg?
rcwales_1147,Repair Cafe Wales,GBR,18,Poor data,Large home electrical,Black & Decker,End of life,????,2019-10-01,en,Hedge cutter Not charging / working
rcwales_1304,Repair Cafe Wales,GBR,18,Poor data,Flat screen,Unknown,End of life,????,2019-05-01,en,baby monitor won't charge
rcwales_1323,Repair Cafe Wales,GBR,18,Poor data,Watch/clock,Unknown,End of life,????,2019-06-01,en,clock battery part broken
rcwales_1362,Repair Cafe Wales,GBR,18,Poor data,Hair & beauty item,Unknown,End of life,????,2019-10-01,en,toothbrush doesn't charge
rcwales_1524,Repair Cafe Wales,GBR,18,Poor data,Power tool,Gtech,End of life,????,2019-01-01,en,Cleaner Gtech cleaner does not work even after charging
rcwales_1570,Repair Cafe Wales,GBR,18,Poor data,Headphones,Unknown,End of life,????,2019-03-01,en,Headphones Not charging properly
rcwales_1965,Repair Cafe Wales,GBR,18,Poor data,Tablet,Unknown,End of life,????,2019-11-01,en,ipads not charging
rcwales_1966,Repair Cafe Wales,GBR,18,Poor data,Tablet,Samsung,End of life,????,2019-11-01,en,samsung tablet device not charging
rcwales_2119,Repair Cafe Wales,GBR,18,Poor data,Power tool,Unknown,End of life,????,2019-09-01,en,jet washer no charge
rcwales_2140,Repair Cafe Wales,GBR,18,Poor data,Lamp,Unknown,End of life,????,2019-09-01,en,screwdriver lamp charger not charging
rcwales_2417,Repair Cafe Wales,GBR,18,Poor data,Battery/charger/adapter,Unknown,End of life,????,2019-07-01,en,charger not working
rcwales_2429,Repair Cafe Wales,GBR,18,Poor data,Watch/clock,Unknown,End of life,????,2019-09-01,en,battery clock stopped!
rcwales_2500,Repair Cafe Wales,GBR,18,Poor data,Games console,Unknown,End of life,????,2019-11-01,en,Xbox sticky battery
rcwales_2580,Repair Cafe Wales,GBR,18,Poor data,Watch/clock,Unknown,End of life,????,2019-02-01,en,"Watch, silver not copper Battery stopped/run down?"
rcwales_2622,Repair Cafe Wales,GBR,18,Poor data,Vacuum,Dyson,End of life,????,2019-03-01,en,Vacuum Cleaner Doesnt Charge
rcwales_2674,Repair Cafe Wales,GBR,18,Poor data,Small home electrical,Karcher,End of life,????,2019-04-01,en,Window Cleaner Not Holding Charge
rcwales_3596,Repair Cafe Wales,GBR,18,Poor data,Digital compact camera,Unknown,End of life,????,2020-01-01,en,digital camera not charging
rcwales_3652,Repair Cafe Wales,GBR,18,Poor data,Hair & beauty item,Unknown,End of life,????,2020-01-01,en,Electric toothbrush not charging
rcwales_3689,Repair Cafe Wales,GBR,18,Poor data,Tablet,Unknown,End of life,????,2020-01-01,en,Google tablet charging socket
rcwales_3753,Repair Cafe Wales,GBR,18,Poor data,Tablet,Amazon,End of life,????,2020-01-01,en,tablet not charging
rcwales_38,Repair Cafe Wales,GBR,18,Poor data,Mobile,Unknown,End of life,????,2017-04-01,en,Phone Not charging + not picking up emails
rcwales_4032,Repair Cafe Wales,GBR,18,Poor data,Small home electrical,Unknown,End of life,????,2020-03-01,en,Window demister Not charging
