id,data_provider,product_category,brand,year_of_manufacture,repair_status,group_identifier,date,problem,,,
restart_6393,The Restart Project,Laptop medium,Unknown,????,Repairable,RéparothonsINSERTECH (Mo,2017-03-29,,,,
restart_6394,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-05-17,,,,
restart_6395,The Restart Project,Mobile,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-05-17,,,,
restart_6396,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-05-17,,,,
restart_6397,The Restart Project,Laptop medium,Unknown,????,Repairable,RéparothonsINSERTECH (Mo,2017-05-17,,,,
restart_6398,The Restart Project,Mobile,Unknown,????,Repairable,RéparothonsINSERTECH (Mo,2017-05-17,,,,
restart_6399,The Restart Project,Tablet,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-05-17,,,,
restart_6400,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-05-17,,,,
restart_6401,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-05-17,,,,
restart_6402,The Restart Project,Desktop computer,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-05-17,,,,
restart_6403,The Restart Project,Desktop computer,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-05-17,,,,
restart_6404,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-05-17,,,,
restart_6405,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-05-17,,,,
restart_6406,The Restart Project,Tablet,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6407,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6408,The Restart Project,Tablet,Unknown,????,Repairable,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6409,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6410,The Restart Project,Handheld entertainment device,Unknown,????,End of life,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6411,The Restart Project,Laptop medium,Unknown,????,Repairable,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6412,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6413,The Restart Project,Tablet,Unknown,????,Repairable,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6414,The Restart Project,Tablet,Unknown,????,Repairable,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6415,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6416,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6417,The Restart Project,Laptop medium,Unknown,????,End of life,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6418,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6419,The Restart Project,Laptop medium,Unknown,????,Repairable,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6420,The Restart Project,Laptop medium,Unknown,????,End of life,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6421,The Restart Project,Tablet,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6422,The Restart Project,Laptop medium,Unknown,????,Repairable,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6423,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6424,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6425,The Restart Project,Laptop medium,Unknown,????,Fixed,RéparothonsINSERTECH (Mo,2017-08-12,,,,
restart_6426,The Restart Project,Small kitchen item,Unknown,????,Fixed,El Fabrika (Tunis) ,2013-12-14,Blender,,,
restart_6427,The Restart Project,Printer/scanner,Epson,????,Repairable,El Fabrika (Tunis) ,2013-12-14,,,,
restart_6428,The Restart Project,Mobile,Unknown,????,Fixed,El Fabrika (Tunis) ,2013-12-14,Home Telephone,,,
restart_6429,The Restart Project,Misc,Toyota,????,Fixed,El Fabrika (Tunis) ,2013-12-14,Key Car,,,
restart_6430,The Restart Project,Handheld entertainment device,LG,????,Fixed,El Fabrika (Tunis) ,2013-12-14,DVD,,,
restart_6431,The Restart Project,Musical instrument,Unknown,????,Fixed,El Fabrika (Tunis) ,2013-12-14,External Sound Card,,,
restart_6432,The Restart Project,Portable radio,Casio,????,Fixed,El Fabrika (Tunis) ,2013-12-14,Radio / Clock,,,
restart_6433,The Restart Project,Laptop medium,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-02-08,,,,
restart_6434,The Restart Project,Headphones,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-02-08,,,,
restart_6435,The Restart Project,Laptop large,Unknown,????,Repairable,El Fabrika (Tunis) ,2014-02-08,,,,
restart_6436,The Restart Project,TV and gaming-related accessories,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-02-08,Home Theater Sound Sysytem,,,
restart_6437,The Restart Project,Mobile,Unknown,????,End of life,El Fabrika (Tunis) ,2014-02-08,,,,
restart_6438,The Restart Project,Misc,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-02-08,Electro Mechanical Component (Servo-driver),,,
restart_6439,The Restart Project,PC Accessory,Unknown,????,End of life,El Fabrika (Tunis) ,2014-02-08,External Hard Drive,,,
restart_6440,The Restart Project,Laptop medium,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-02-08,,,,
restart_6441,The Restart Project,TV and gaming-related accessories,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-02-08,,,,
restart_6442,The Restart Project,Musical instrument,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-06-07,Microphone,,,
restart_6443,The Restart Project,Headphones,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-06-07,,,,
restart_6444,The Restart Project,Laptop medium,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-06-07,,,,
restart_6445,The Restart Project,Digital Compact Camera,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-06-07,,,,
restart_6446,The Restart Project,Decorative or safety lights,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-06-07,,,,
restart_6447,The Restart Project,Musical instrument,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-06-07,XLR microphone cable,,,
restart_6448,The Restart Project,Portable radio,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-05-10,,,,
restart_6449,The Restart Project,Toaster,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-05-10,,,,
restart_6450,The Restart Project,Laptop large,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-05-10,,,,
restart_6451,The Restart Project,Laptop medium,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-05-10,,,,
restart_6452,The Restart Project,Hi-Fi separates,Unknown,????,Repairable,El Fabrika (Tunis) ,2014-05-10,Vintage Vinyl Player,,,
restart_6453,The Restart Project,Small kitchen item,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-05-10,Coffee Machine,,,
restart_6454,The Restart Project,Decorative or safety lights,Unknown,????,End of life,El Fabrika (Tunis) ,2014-05-10,,,,
restart_6455,The Restart Project,Fan,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-05-10,,,,
restart_6456,The Restart Project,Misc,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-05-10,Electric Heater,,,
restart_6457,The Restart Project,Tablet,Acer,????,Fixed,Restarters LangheRoero,2015-09-27,tasto accensione incastrato e sprofondato,,,
restart_6458,The Restart Project,Printer/scanner,Epson,????,End of life,Restarters LangheRoero,2015-09-27,,,,
restart_6459,The Restart Project,Laptop medium,HP,????,Fixed,Restarters LangheRoero,2015-09-27,Installato Linux,,,
restart_6460,The Restart Project,Laptop medium,IBM,????,Fixed,Restarters LangheRoero,2015-09-27,Alimentatore cavo rotto,,,
restart_6461,The Restart Project,Vacuum,imetec,????,Repairable,Restarters LangheRoero,2015-09-27,,,,
restart_6462,The Restart Project,Headphones,AKG,????,Fixed,Restarters LangheRoero,2015-09-27,cavo interrotto,,,
restart_6463,The Restart Project,Mobile,Samsung,????,Repairable,Restarters LangheRoero,2015-09-27,schermo da reperire su internet,,,
restart_6464,The Restart Project,PC Accessory,Trust,????,Repairable,Restarters LangheRoero,2015-09-27,"cambiare jack, dissaldato quello vecchio",,,
restart_6465,The Restart Project,Musical instrument,Shure,????,Fixed,Restarters LangheRoero,2015-06-14,cavo microfono tagliato,,,
restart_6466,The Restart Project,Mobile,Apple,2013,Repairable,Restarters LangheRoero,2015-06-14,,,,
restart_6467,The Restart Project,Mobile,LG,????,Repairable,Restarters LangheRoero,2015-06-14,schermo da reperire su internet,,,
restart_6468,The Restart Project,Laptop small,Apple,????,Fixed,Restarters LangheRoero,2015-03-03,Sostituito HD,,,
restart_6469,The Restart Project,Portable radio,Kenwood,????,Repairable,Restarters LangheRoero,2015-03-03,mostrato come pulire lente ottica,,,
restart_6470,The Restart Project,Tablet,Apple,????,Fixed,Restarters LangheRoero,2014-07-08,schermo rotto,,,
restart_6471,The Restart Project,Laptop small,Apple,????,Fixed,Restarters LangheRoero,2014-07-08,fatta manutenzione sw,,,
restart_6472,The Restart Project,Mobile,Samsung,2012,Repairable,Restarters LangheRoero,2014-07-09,Schermo rotto,,,
restart_6473,The Restart Project,PC Accessory,ASUS,????,End of life,Restarters LangheRoero,2014-07-09,Alimentatore,,,
restart_6474,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-08-09,,,,
restart_6475,The Restart Project,Toy,Unknown,????,Repairable,El Fabrika (Tunis) ,2014-08-09,Remote Controlled Helicopter,,,
restart_6476,The Restart Project,Laptop medium,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-08-09,,,,
restart_6477,The Restart Project,Musical instrument,Unknown,????,Repairable,El Fabrika (Tunis) ,2014-08-09,Vinyl Player,,,
restart_6478,The Restart Project,PC Accessory,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-08-09,Laptop Charger,,,
restart_6479,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Firenze,2015-10-11,CD player,,,
restart_6480,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-10-11,Weigh scale,,,
restart_6481,The Restart Project,"Flat screen 15-17""",Unknown,????,Fixed,Restarters Firenze,2015-10-11,,,,
restart_6482,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2015-10-11,,,,
restart_6483,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-10-11,,,,
restart_6484,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-10-11,,,,
restart_6485,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-10-11,,,,
restart_6486,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-10-11,,,,
restart_6487,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-10-11,,,,
restart_6488,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Firenze,2015-10-11,,,,
restart_6489,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Firenze,2015-10-11,,,,
restart_6490,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2015-10-11,,,,
restart_6491,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2015-11-14,,,,
restart_6492,The Restart Project,Laptop small,Unknown,????,Repairable,Restarters Firenze,2015-11-14,,,,
restart_6493,The Restart Project,Laptop large,Unknown,????,Fixed,Restarters Firenze,2015-11-28,,,,
restart_6494,The Restart Project,Mobile,Unknown,????,End of life,Restarters Firenze,2015-11-28,,,,
restart_6495,The Restart Project,Hi-Fi separates,Unknown,????,End of life,Restarters Firenze,2015-11-28,,,,
restart_6496,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-11-28,,,,
restart_6497,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-11-28,,,,
restart_6498,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-11-28,,,,
restart_6499,The Restart Project,Printer/scanner,Unknown,????,Fixed,Restarters Firenze,2015-11-28,,,,
restart_6500,The Restart Project,Laptop small,Unknown,????,End of life,Restarters Firenze,2015-11-28,,,,
restart_6501,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-11-28,,,,
restart_6502,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-11-28,,,,
restart_6503,The Restart Project,Small kitchen item,Unknown,????,End of life,Restarters Firenze,2015-12-05,,,,
restart_6504,The Restart Project,Hi-Fi separates,Unknown,????,End of life,Restarters Firenze,2015-12-05,,,,
restart_6505,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-12-05,,,,
restart_6506,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-12-05,,,,
restart_6507,The Restart Project,TV and gaming-related accessories,Unknown,????,End of life,Restarters Firenze,2015-12-05,,,,
restart_6508,The Restart Project,Small kitchen item,Unknown,????,End of life,Restarters Firenze,2015-12-05,,,,
restart_6509,The Restart Project,Portable radio,Unknown,????,End of life,Restarters Firenze,2015-12-05,,,,
restart_6510,The Restart Project,Vacuum,Unknown,????,End of life,Restarters Firenze,2015-12-05,,,,
restart_6511,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-12-05,,,,
restart_6512,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-12-05,,,,
restart_6513,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2015-12-05,,,,
restart_6514,The Restart Project,PC Accessory,Unknown,????,Fixed,Restarters Firenze,2015-12-05,,,,
restart_6515,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2015-12-05,,,,
restart_6516,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-12-05,,,,
restart_6517,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2015-12-05,,,,
restart_6518,The Restart Project,Vacuum,Unknown,????,Repairable,Restarters Firenze,2015-12-05,,,,
restart_6520,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-09-13,,,,
restart_6521,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-09-13,,,,
restart_6522,The Restart Project,Laptop medium,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-09-13,,,,
restart_6523,The Restart Project,Toaster,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-09-13,,,,
restart_6524,The Restart Project,Decorative or safety lights,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-09-13,,,,
restart_6525,The Restart Project,Headphones,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-09-13,,,,
restart_6526,The Restart Project,Laptop medium,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-10-07,,,,
restart_6527,The Restart Project,PC Accessory,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-10-07,,,,
restart_6528,The Restart Project,Lamp,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-10-07,,,,
restart_6529,The Restart Project,Power tool,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-10-07,,,,
restart_6530,The Restart Project,Laptop medium,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-12-13,,,,
restart_6531,The Restart Project,Laptop large,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-12-13,,,,
restart_6532,The Restart Project,Headphones,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-12-13,,,,
restart_6533,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-12-13,,,,
restart_6534,The Restart Project,PC Accessory,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-12-13,,,,
restart_6535,The Restart Project,Digital Compact Camera,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-12-13,,,,
restart_6536,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-12-13,,,,
restart_6537,The Restart Project,Portable radio,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-12-13,,,,
restart_6538,The Restart Project,PC Accessory,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-12-13,External Sound Card,,,
restart_6539,The Restart Project,Small kitchen item,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-12-13,,,,
restart_6540,The Restart Project,Handheld entertainment device,Unknown,????,Repairable,El Fabrika (Tunis) ,2014-12-13,,,,
restart_6541,The Restart Project,Vacuum,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-01-18,,,,
restart_6542,The Restart Project,Laptop small,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-01-18,,,,
restart_6543,The Restart Project,PC Accessory,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-01-18,Pc Charger,,,
restart_6544,The Restart Project,Portable radio,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-01-18,,,,
restart_6545,The Restart Project,Small kitchen item,Unknown,????,Repairable,El Fabrika (Tunis) ,2014-01-18,,,,
restart_6546,The Restart Project,Headphones,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-01-18,,,,
restart_6547,The Restart Project,Laptop large,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-01-18,,,,
restart_6548,The Restart Project,Laptop large,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-04-12,,,,
restart_6549,The Restart Project,Small kitchen item,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-04-12,Electric Oven,,,
restart_6550,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-04-12,Vintage Vinyl Player,,,
restart_6551,The Restart Project,Musical instrument,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-04-12,Vintage Stylophone,,,
restart_6552,The Restart Project,PC Accessory,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-04-12,Pc Charger,,,
restart_6553,The Restart Project,PC Accessory,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-04-12,power supply Unit,,,
restart_6554,The Restart Project,Laptop medium,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-04-12,,,,
restart_6555,The Restart Project,Lamp,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-04-12,,,,
restart_6556,The Restart Project,Power tool,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-04-12,,,,
restart_6557,The Restart Project,Portable radio,Unknown,????,End of life,El Fabrika (Tunis) ,2014-03-08,Portable Radio Clock,,,
restart_6558,The Restart Project,Mobile,Nokia,????,Fixed,El Fabrika (Tunis) ,2014-03-08,,,,
restart_6559,The Restart Project,Desktop computer,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-03-08,,,,
restart_6560,The Restart Project,PC Accessory,Apple,????,End of life,El Fabrika (Tunis) ,2014-03-08,Laptop Charger,,,
restart_6561,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-03-08,Hair Dryer,,,
restart_6562,The Restart Project,TV and gaming-related accessories,Unknown,????,Repairable,El Fabrika (Tunis) ,2014-03-08,Cd Player,,,
restart_6563,The Restart Project,Digital Compact Camera,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-03-08,,,,
restart_6564,The Restart Project,Misc,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-03-08,Electric Heater,,,
restart_6565,The Restart Project,Laptop large,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-01-17,,,,
restart_6566,The Restart Project,PC Accessory,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-01-17,,,,
restart_6567,The Restart Project,Hi-Fi separates,Unknown,????,Repairable,El Fabrika (Tunis) ,2015-01-17,Vintage Vinyl Player,,,
restart_6568,The Restart Project,Small kitchen item,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-01-17,Electric Coffee Grinder,,,
restart_6569,The Restart Project,Toaster,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-01-17,,,,
restart_6570,The Restart Project,TV and gaming-related accessories,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-01-17,,,,
restart_6571,The Restart Project,Small kitchen item,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-01-17,Electric Coffee Grinder,,,
restart_6572,The Restart Project,Laptop medium,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-01-17,,,,
restart_6574,The Restart Project,Laptop medium,Unknown,????,Fixed,El Fabrika (Tunis) ,2014-05-10,,,,
restart_6575,The Restart Project,Misc,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-02-07,,,,
restart_6576,The Restart Project,Misc,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-02-07,,,,
restart_6577,The Restart Project,Misc,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-02-07,,,,
restart_6578,The Restart Project,Misc,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-02-07,,,,
restart_6579,The Restart Project,Misc,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-02-07,,,,
restart_6580,The Restart Project,Misc,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-02-07,,,,
restart_6581,The Restart Project,Misc,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-02-07,,,,
restart_6582,The Restart Project,Misc,Unknown,????,Fixed,El Fabrika (Tunis) ,2015-02-07,,,,
restart_6583,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2016-01-16,,,,
restart_6584,The Restart Project,Hi-Fi integrated,Unknown,????,Fixed,Restarters Firenze,2016-01-16,,,,
restart_6585,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-01-16,,,,
restart_6586,The Restart Project,Desktop computer,Unknown,????,Fixed,Restarters Firenze,2016-01-16,,,,
restart_6587,The Restart Project,Laptop small,Unknown,????,End of life,Restarters Firenze,2016-01-16,,,,
restart_6588,The Restart Project,Hi-Fi separates,Unknown,????,End of life,Restarters Firenze,2016-01-16,,,,
restart_6589,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2016-01-16,,,,
restart_6590,The Restart Project,Portable radio,Unknown,????,End of life,Restarters Firenze,2016-01-16,,,,
restart_6591,The Restart Project,Mobile,Unknown,????,End of life,Restarters Firenze,2016-01-16,,,,
restart_6592,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-01-16,,,,
restart_6593,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-01-16,,,,
restart_6594,The Restart Project,Mobile,Unknown,????,End of life,Restarters Firenze,2016-01-16,,,,
restart_6595,The Restart Project,Desktop computer,Unknown,????,End of life,Restarters Firenze,2016-01-16,,,,
restart_6596,The Restart Project,Mobile,Unknown,????,End of life,Restarters Firenze,2016-01-16,,,,
restart_6597,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-01-16,,,,
restart_6598,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-01-16,,,,
restart_6599,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-01-16,,,,
restart_6600,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6601,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6602,The Restart Project,Desktop computer,Unknown,????,End of life,Restarters Firenze,2016-03-05,,,,
restart_6603,The Restart Project,Vacuum,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6604,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6605,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6606,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6607,The Restart Project,Vacuum,Unknown,????,End of life,Restarters Firenze,2016-03-05,,,,
restart_6608,The Restart Project,Fan,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6609,The Restart Project,Portable radio,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6610,The Restart Project,Portable radio,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6611,The Restart Project,Hi-Fi separates,Unknown,????,End of life,Restarters Firenze,2016-03-05,,,,
restart_6612,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6613,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6614,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6615,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6616,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6617,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6618,The Restart Project,Desktop computer,Unknown,????,Fixed,Restarters Firenze,2016-03-05,desktop computer,,,
restart_6619,The Restart Project,Portable radio,Unknown,????,Fixed,Restarters Firenze,2016-03-05,Old radio,,,
restart_6620,The Restart Project,Headphones,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6621,The Restart Project,Headphones,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6622,The Restart Project,Vacuum,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6623,The Restart Project,Desktop computer,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6624,The Restart Project,Desktop computer,Unknown,????,Fixed,Restarters Firenze,2016-03-05,,,,
restart_6625,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Firenze,2016-04-16,,,,
restart_6626,The Restart Project,Hi-Fi integrated,Unknown,????,Fixed,Restarters Firenze,2016-04-16,,,,
restart_6627,The Restart Project,Laptop medium,Unknown,????,Fixed,Restarters Firenze,2016-04-16,,,,
restart_6628,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-04-16,,,,
restart_6629,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2016-04-16,,,,
restart_6630,The Restart Project,Headphones,Unknown,????,End of life,Restarters Firenze,2016-04-16,,,,
restart_6631,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Firenze,2016-04-16,,,,
restart_6632,The Restart Project,PC Accessory,Unknown,????,End of life,Restarters Firenze,2016-04-16,,,,
restart_6633,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,Restarters Firenze,2016-04-16,,,,
restart_6635,The Restart Project,Digital Compact Camera,Unknown,????,Fixed,Restarters Firenze,2016-05-07,,,,
restart_6636,The Restart Project,Mobile,Unknown,????,End of life,Restarters Firenze,2016-05-07,,,,
restart_6637,The Restart Project,Small kitchen item,Unknown,????,End of life,Restarters Firenze,2016-05-07,,,,
restart_6638,The Restart Project,TV and gaming-related accessories,Unknown,????,End of life,Restarters Firenze,2016-05-07,,,,
restart_6639,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,Restarters Firenze,2016-05-07,,,,
restart_6640,The Restart Project,Desktop computer,Unknown,????,End of life,Restarters Firenze,2016-05-07,,,,
restart_6641,The Restart Project,Toaster,Unknown,????,Fixed,Restarters Firenze,2016-05-07,,,,
restart_6642,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,Restarters Firenze,2016-05-07,,,,
restart_6643,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,Restarters Firenze,2016-05-07,,,,
