id_ords,data_provider,country,fault_type_id,fault_type,product_category,brand,repair_status,year_of_manufacture,product_age,event_date,repair_barrier_if_end_of_life,problem
rcint_24906,Repair Café International,CAN,3,Brush,Vacuum,Dyson,Fixed,2016,3.0,2019-11-09,,Rotor head not spinning. Brush mechanism clogged with dirt. Cleaned and lubricated brush drive mechanism. 
rcint_24934,Repair Café International,FRA,9,Filter,Vacuum,Rowenta,Fixed,2017,2.0,2019-11-09,,"aspire mal, filtre mal nettoyé. filtre. nettoyé le filtre. "
rcint_24946,Repair Café International,DEU,5,Cable/cord,Vacuum,Siemens,Fixed,,,2019-11-09,,Wackelkontakt. Kabel am Stecker durch √úberbelastung gebrochen. Kabel gekürzt. Neuen Stecker montiert. 
rcint_25041,Repair Café International,NLD,5,Cable/cord,Vacuum,Bodin,Fixed,,,2019-11-14,,doet het niet. snoerbreuk verholpen. 
rcint_25044,Repair Café International,NLD,10,Hose/tube/pipe,Vacuum,Bestron,Fixed,,,2019-11-14,,slang kapot. slang gerepareerd. 
rcint_25056,Repair Café International,NLD,2,Blockage,Vacuum,AEG,Fixed,2016,3.0,2019-11-14,,zuigkracht niet goed. verstopte slang. slang vrijgemaakt. 
rcint_25068,Repair Café International,NLD,13,Motor,Vacuum,Dyson,Fixed,2012,7.0,2019-11-15,,Koolborstels. Koolborstels zijn besteld. Koolborstels vervangen. 
rcint_25150,Repair Café International,NLD,13,Motor,Vacuum,Miele,End of life,,,2019-11-16,,Start niet. Motor is defect. 
rcint_25191,Repair Café International,NLD,13,Motor,Vacuum,Dyson,End of life,2009,10.0,2019-11-16,,koolborstels stuk?. motor stuk. 
rcint_25208,Repair Café International,NLD,4,Button/switch,Vacuum,Miele,Fixed,,,2019-11-16,,schakelaar doet het niet meer. schakelaar stuk. schakelaar omzeild. 
rcint_25219,Repair Café International,USA,5,Cable/cord,Vacuum,Unknown,Fixed,,,2019-11-16,,broken plug. 
rcint_25241,Repair Café International,USA,25,Poor data,Vacuum,Unknown,End of life,,,2019-11-16,,finicky. 
rcint_25297,Repair Café International,NLD,16,Wheels/rollers,Vacuum,Philips,Fixed,,,2019-11-17,,wiel eraf. Wiel weer gemonteerd. 
rcint_25310,Repair Café International,NLD,5,Cable/cord,Vacuum,Miele,Fixed,,,2019-11-17,,gstopt tijdens zuigen. Kabel defct. snoer ingekort. 
rcint_25313,Repair Café International,NLD,5,Cable/cord,Vacuum,Philips,Fixed,,,2019-11-17,,snoer met knik. nieuwe stekker aangezet. 
rcint_25315,Repair Café International,NLD,11,Internal damage,Vacuum,Miele,Fixed,,,2019-11-17,,snoer?. condensator op printplaat los. condensator vastgesoldeerd. 
rcint_25329,Repair Café International,NLD,13,Motor,Vacuum,Miele,Fixed,2009,10.0,2019-11-21,,stopte ineens. motor defect. motor + aansluitingen gerepareerd. 
rcint_2535,Repair Café International,NLD,15,Power/battery,Vacuum,Black & Decker,Repairable,,,2017-10-07,,accu. zuigt niet. nieuwe accu kopen en terug komen. 
rcint_25352,Repair Café International,FRA,15,Power/battery,Vacuum,Unknown,Repairable,,,2019-11-21,,Batterie certainement HS. la batterie doit ètre changée. 
rcint_25358,Repair Café International,FRA,10,Hose/tube/pipe,Vacuum,Unknown,Fixed,,,2019-11-21,,N'aspire pas. Flexible qui fuit. Réparation du flexible. 
rcint_2536,Repair Café International,NLD,5,Cable/cord,Vacuum,Siemens,Fixed,,,2017-10-07,,snoer. doet niets. snoer ingekort en nieuwe stekker aangezet. 
rcint_25360,Repair Café International,NLD,5,Cable/cord,Vacuum,Siemens,Fixed,2004,15.0,2019-11-22,,Doet niks. Probleem in snoer en oproleenheid. Snoer vervangen. 
rcint_25365,Repair Café International,NLD,13,Motor,Vacuum,Philips,End of life,2009,10.0,2019-11-22,,Stopt niet. Motor defect. 
rcint_25403,Repair Café International,NLD,14,Overheating,Vacuum,Moulinex,Fixed,,,2019-11-23,,"Loopt warm, zuigt wel. Temperatuur is niet extreem / Geen defect. Alleen getest. "
rcint_25423,Repair Café International,CAN,13,Motor,Vacuum,Orek,Fixed,2002,17.0,2019-11-23,,belt needs replacing. worn belt and missing screws. replaced the belt and screws. 
rcint_25453,Repair Café International,CAN,4,Button/switch,Vacuum,Unknown,End of life,,,2019-11-23,,lever not working. linkage for solution broken. 
rcint_25494,Repair Café International,FRA,13,Motor,Vacuum,Unknown,End of life,,,2019-11-23,,1 moteur ne tourne plus. Panne non identifié à la suite du diagnostic. 
rcint_25495,Repair Café International,FRA,4,Button/switch,Vacuum,Unknown,End of life,,,2019-11-23,,Ne se met plus en marche. Interrupteur bloqué. 
rcint_25496,Repair Café International,FRA,5,Cable/cord,Vacuum,Unknown,Fixed,,,2019-11-23,,Ne veut plus s'allumer. Prise électrique qui dysfonctionne. Changement de la prise 230 Volts. 
rcint_25510,Repair Café International,GBR,4,Button/switch,Vacuum,Zepter International,Fixed,,,2019-11-23,,Not working. Heater switch not working. Cleaned and appears OK now. 
rcint_25542,Repair Café International,GBR,15,Power/battery,Vacuum,Gtech,Repairable,,,2019-11-23,,Not working. Battery needed. 
rcint_2559,Repair Café International,NLD,11,Internal damage,Vacuum,Siemens,End of life,2005,12.0,2017-10-07,,kortsluiting. Bij aanzetten brandlucht. 
rcint_25599,Repair Café International,GBR,15,Power/battery,Vacuum,Dyson,Fixed,,,2019-11-23,,Cuts out. Cleaned contacts on battery. 
rcint_25662,Repair Café International,NLD,25,Poor data,Vacuum,AEG,End of life,2019,0.0,2019-11-25,,"doet helemaal niets, nooit gebruikt, deel nog in originele verpakking. geen. "
rcint_25666,Repair Café International,NLD,2,Blockage,Vacuum,Philips,Fixed,,,2019-11-26,,geen zuigkracht. filter zeer vuil. 
rcint_25723,Repair Café International,NLD,13,Motor,Vacuum,Miele,End of life,,,2019-11-28,,"gaat niet aan. motor verbrand, ook koolborstels. "
rcint_25725,Repair Café International,NLD,5,Cable/cord,Vacuum,Sauber,Fixed,2010,9.0,2019-11-28,,steker defect (snoerbreuk). steker vervangen. 
rcint_25730,Repair Café International,NLD,2,Blockage,Vacuum,Miele,Fixed,,,2019-11-28,,filters verstopt. filters moeten vervangen worden; doet mevrouw zelf. 
rcint_25737,Repair Café International,NLD,11,Internal damage,Vacuum,Princess,End of life,,,2019-11-28,,gaat niet aan. Triac besturing werkt niet. 
rcint_25741,Repair Café International,NLD,11,Internal damage,Vacuum,Miele,Fixed,,,2019-11-28,,Doet het niet meer. De thyristor/triac van de toerenregeling op de print bij de motor maakt geen contact meer. De thyristor/triac opnieuw gesoldeerd. Ik denk dat dit de derde Miele stofzuiger is die dit zelfde probleem had. 
rcint_25746,Repair Café International,NLD,25,Poor data,Vacuum,Dyson,Fixed,,,2019-11-29,,"Hij doet het niet. Probleem niet reproduceerbaar, nu werkt ie. "
rcint_25747,Repair Café International,NLD,2,Blockage,Vacuum,Bosch,Fixed,2017,2.0,2019-11-29,,Neemt geen stof op en borstel draait niet. Verstopt door vuil en haren. Schoongemaakt en advies: schoonhouden. 
rcint_25759,Repair Café International,NLD,2,Blockage,Vacuum,Nilfisk,Fixed,2017,2.0,2019-11-30,,"hapert,zuigt slecht en veel lawaai. Verstopte slang. schoon gemaakt. "
rcint_25769,Repair Café International,NLD,2,Blockage,Vacuum,AEG,Fixed,2015,4.0,2019-11-30,,maakt raar geluid. Rotor liep vast. gelijmd en schoon gemaakt. 
rcint_25772,Repair Café International,NLD,13,Motor,Vacuum,Siemens,Fixed,,,2019-11-30,,"zuigt niet meer goed. Vol fijn stof. Open gemaakt, motor schoongemaakt. "
rcint_25774,Repair Café International,NLD,13,Motor,Vacuum,Philips,End of life,2011,8.0,2019-11-30,,Motor loopt maar zuigt. Motor doorgebrand. 
rcint_25776,Repair Café International,NLD,2,Blockage,Vacuum,Siemens,Fixed,,,2019-11-30,,zuigt niet meer goed. heel veel bouwstof. schoongemaakt. 
rcint_2581,Repair Café International,NLD,4,Button/switch,Vacuum,Unknown,Fixed,2002,15.0,2017-10-07,,Onbekend. Werkt niet naar behoren. Schakelaar vastgezet. 
rcint_25822,Repair Café International,NLD,4,Button/switch,Vacuum,Miele,Fixed,2015,4.0,2019-11-30,,Schakelaar blijft hangen. Schakelaar gangbaar gemaakt. 
rcint_25828,Repair Café International,NLD,10,Hose/tube/pipe,Vacuum,Unknown,Fixed,2015,4.0,2019-11-30,,Slang ingekort. 
rcint_2583,Repair Café International,NLD,25,Poor data,Vacuum,Tomado,End of life,2009,8.0,2017-10-07,,Moet nagekeken worden. 
rcint_25830,Repair Café International,NLD,5,Cable/cord,Vacuum,Siemens,Fixed,2000,19.0,2019-11-30,,Snoer. Draadbreuk gerepareerd. 
rcint_2592,Repair Café International,NLD,5,Cable/cord,Vacuum,Siemens,Fixed,2009,8.0,2017-10-07,,Onbekend. Doet het niet. Kabelbreuk hersteld. 
rcint_25922,Repair Café International,NLD,5,Cable/cord,Vacuum,Nilfisk,Fixed,,,2019-11-30,,"doet het niet meer. regelaar schoongemaakt, snoer gerepareerd. "
rcint_26012,Repair Café International,CAN,15,Power/battery,Vacuum,Electrolux,Repairable,2014,5.0,2019-11-30,,"doesn't run long enough. not charging and needed cleaning. cleaned motors, may need battery. "
rcint_2602,Repair Café International,NLD,11,Internal damage,Vacuum,Miele,Fixed,2014,3.0,2017-10-07,,Los contact. Werkt niet meer. schakelaar nagekeken. 
rcint_26025,Repair Café International,FRA,13,Motor,Vacuum,Einhell,Repairable,2019,0.0,2019-11-30,,"Après démontage de l'appareil pour changer le sens de rotation de la turbine, un bruit et un perte de puissance important apparaisent sur l'appareil. Une poussière grise est également présente à l'intérieur de la zone moteur. L'écrou qui tient la turbine n'a pas été remis, ce qui explique la perte de vitesse et le bruit. Remettre l'écrou. "
rcint_26033,Repair Café International,FRA,25,Poor data,Vacuum,Dyson,End of life,2005,14.0,2019-11-30,,pas de contact. Modèle défectueux. 
rcint_26034,Repair Café International,FRA,6,Display/LED,Vacuum,Philips,End of life,2010,9.0,2019-11-30,,Ne s'allume pas. Prévoir de remplacer le BTA 216 800. 
rcint_2604,Repair Café International,NLD,25,Poor data,Vacuum,Miele,Fixed,1997,20.0,2017-10-07,,Onbekend. Doet het niet meer. Doorgemeten: geen defect ontdekt. Doet het weer. 
rcint_26093,Repair Café International,NLD,25,Poor data,Vacuum,Black & Decker,End of life,2018,1.0,2019-12-05,,stopt om de 2 minuten. 
rcint_26095,Repair Café International,NLD,5,Cable/cord,Vacuum,Bosch,Fixed,2015,4.0,2019-12-05,,kabel rolt niet terug. pal van oprolmechanisme los. pal hersteld en merkje op snoer aangebracht. 
rcint_26103,Repair Café International,NLD,5,Cable/cord,Vacuum,Rainbow,Fixed,,,2019-12-05,,"stekker zuigvoet. stekker gerepareerd, gesoldeerd. "
rcint_26119,Repair Café International,NLD,9,Filter,Vacuum,Dyson,Fixed,2002,17.0,2019-12-06,,"Zuigt niet goed. Filters verstopt. Schoongemaakt, dit regelmatig bijhouden. "
rcint_26128,Repair Café International,NLD,4,Button/switch,Vacuum,Philips,Fixed,2011,8.0,2019-12-06,,Aan en uit-knop. Schakelaar vuil. Met grafiet schakelaar gesmeerd. 
rcint_26130,Repair Café International,NLD,11,Internal damage,Vacuum,SilverCrest,End of life,2016,3.0,2019-12-06,,Doet niets. Printplaat defect?. 
rcint_26135,Repair Café International,NLD,11,Internal damage,Vacuum,Philips,End of life,2017,2.0,2019-12-06,,Onderdeel klem. Knop los. 
rcint_26149,Repair Café International,NLD,11,Internal damage,Vacuum,AEG,Fixed,2016,3.0,2019-12-06,,doet het niet meer. zekering met los contact. provisorisch gefikst (zekering moe wel vervangen worden). 
rcint_26169,Repair Café International,NLD,13,Motor,Vacuum,Miele,End of life,2000,19.0,2019-12-07,,motor en opwindmechanisme weigeren. motor is overleden. 
rcint_26216,Repair Café International,NLD,5,Cable/cord,Vacuum,Black & Decker,Fixed,2018,1.0,2019-12-07,,afgebroken pootje. afgebroken pootje stekker. snoertje aan adapter gemaakt/gesoldeerd. 
rcint_26223,Repair Café International,NLD,13,Motor,Vacuum,Rowenta,Repairable,2018,1.0,2019-12-07,,werkt niet. koolborstels slecht. nieuwe koolborstels kopen en terug komen. 
rcint_2623,Repair Café International,NLD,5,Cable/cord,Vacuum,AEG,Fixed,2007,10.0,2017-10-07,,kabelbreuk in trommel. geen spanning. kabel ingekort en opnieuw aangesloten. 
rcint_26243,Repair Café International,NLD,15,Power/battery,Vacuum,AEG,Repairable,,,2019-12-07,,doet niets. accu defect. nieuwe accu kopen. 
rcint_26294,Repair Café International,NLD,2,Blockage,Vacuum,Philips,Fixed,,,2019-12-07,,niet genoeg zuigkracht. zuigmond geblokkeerd. walnoot uit de zuigmond verwijderd. 
rcint_2631,Repair Café International,NLD,5,Cable/cord,Vacuum,Sauber,Fixed,2000,17.0,2017-10-07,,Snoer rolt niet op. Kabel kapot. Kabel ingekort. 
rcint_26312,Repair Café International,NLD,25,Poor data,Vacuum,Black & Decker,End of life,2015,4.0,2019-12-07,,hij doet het niet meer. 
rcint_26323,Repair Café International,NLD,14,Overheating,Vacuum,Miele,End of life,2009,10.0,2019-12-07,,brandlucht komt uit de stofzuiger. 
rcint_26336,Repair Café International,NLD,25,Poor data,Vacuum,Philips,End of life,,,2019-12-07,,hij doet niets meer. 
rcint_26345,Repair Café International,NLD,5,Cable/cord,Vacuum,Falterqueen,Fixed,,,2019-12-07,,waarschijnlijk breuk in de kabel. kabel gerepareerd. 
rcint_26350,Repair Café International,NLD,25,Poor data,Vacuum,Bosch,End of life,2010,9.0,2019-12-07,,doet het niet meer. 
rcint_26351,Repair Café International,NLD,11,Internal damage,Vacuum,AEG,Fixed,,,2019-12-07,,los contact. door verbonden. 
rcint_26381,Repair Café International,NLD,13,Motor,Vacuum,Miele,Fixed,1995,24.0,2019-12-07,,maakt raar geluid. moet gesmeerd. motor gesmeerd. 
rcint_26396,Repair Café International,NLD,2,Blockage,Vacuum,Philips,Fixed,2014,5.0,2019-12-07,,"zuigt wel, maar niet krachtig genoeg. vervuild. schoongemaakt. "
rcint_2640,Repair Café International,NLD,16,Wheels/rollers,Vacuum,Philips,Repairable,2015,2.0,2017-10-07,,Wiel er af. Wielas uitgebroken. Stofzuiger gedemonteerd. Klant koopt nieuw wiel en weet hoe het er op te zetten. 
rcint_26405,Repair Café International,NLD,15,Power/battery,Vacuum,Electrolux,Fixed,2016,3.0,2019-12-07,,"hij doet het niet. Onvoldoende opgeladen. opladen duurt circa 1,5 uur. "
rcint_26411,Repair Café International,NLD,25,Poor data,Vacuum,Moulinex,Repairable,1988,31.0,2019-12-07,,"maakt sinds kort meer lawaai bij zuigen. geen; advies niet te repareren. doet het gewoon nog, maar met meer lawaai. "
rcint_26414,Repair Café International,NLD,13,Motor,Vacuum,Dynamic,End of life,,,2019-12-07,,wilt niet aan. motor ging 1x aan na open maken en daarna niet meer. 
rcint_26416,Repair Café International,NLD,9,Filter,Vacuum,Bosch,Fixed,,,2019-12-07,,stopt ermee en geeft rood lampje. filter vervuild. filters schoongemaakt. 
rcint_26433,Repair Café International,NLD,15,Power/battery,Vacuum,Black & Decker,End of life,2008,11.0,2019-12-07,,laadt niet meer goed op; batterijen/cellen vervangen?. Accu aan zijn einde levensduur. 
rcint_26435,Repair Café International,NLD,8,External damage,Vacuum,Philips,Fixed,,,2019-12-07,,kijken of hij het nog doet. deksel hengsel afgebroken. er werd valse lucht onder het deksel aangezogen; gerepareerd met 3M tape. 
rcint_26451,Repair Café International,NLD,9,Filter,Vacuum,Severin,Fixed,2015,4.0,2019-12-07,,geen defect. filter eruit gehaald. filter eruit gehaald. 
rcint_26455,Repair Café International,NLD,13,Motor,Vacuum,Miele,End of life,1999,20.0,2019-12-07,,koolborstels doorgebrand. 
rcint_26456,Repair Café International,NLD,7,Dustbag/canister,Vacuum,Vendomatic,Fixed,,,2019-12-07,,geen defect. nieuwe stofzak. 
rcint_26460,Repair Café International,NLD,25,Poor data,Vacuum,Numatic,Fixed,2017,2.0,2019-12-07,,geen defect. geen. 
rcint_26467,Repair Café International,NLD,11,Internal damage,Vacuum,Elextromux,Fixed,2015,4.0,2019-12-07,,printplaat stuk. gaat aan/uit. 
rcint_26468,Repair Café International,NLD,25,Poor data,Vacuum,Miele,End of life,2013,6.0,2019-12-07,,zuigkracht minder. 
rcint_26472,Repair Café International,NLD,5,Cable/cord,Vacuum,Samsung,Fixed,2016,3.0,2019-12-07,,kabelbreuk. kabelbreuk. 
rcint_26478,Repair Café International,NLD,13,Motor,Vacuum,Sebo,End of life,,,2019-12-07,,doorgebrand?. motor doorgebrand. 
rcint_26498,Repair Café International,NLD,9,Filter,Vacuum,Unknown,Fixed,,,2019-12-07,,Maakt erg veel herrie. Filter schoongemaakt. 
rcint_26505,Repair Café International,NLD,7,Dustbag/canister,Vacuum,Unknown,End of life,,,2019-12-07,,"Maakt vreemd geluid, stofzakhouder afgebroken. "
rcint_26528,Repair Café International,NLD,11,Internal damage,Vacuum,SilverCrest,End of life,2000,19.0,2019-12-07,,Werkt niet constant. Printplaat defect. 
rcint_26529,Repair Café International,NLD,7,Dustbag/canister,Vacuum,Hoover,End of life,,,2019-12-07,,"zak te vol, te lang door gezogen. "
rcint_26532,Repair Café International,NLD,5,Cable/cord,Vacuum,Miele,End of life,,,2019-12-07,,"snoer rolt niet meer op. ja, iets afgebroken. "
rcint_26552,Repair Café International,NLD,11,Internal damage,Vacuum,Bosch,End of life,,,2019-12-07,,"stinkt, maakt lawaai. lager kapot, slecht onderhouden. "
rcint_26558,Repair Café International,NLD,5,Cable/cord,Vacuum,Numatic,Fixed,,,2019-12-07,,"doet het niet meer, als men totale lengte van snoer gebruikt slaat hij af. snoer stuk( breuk). snoer gerepareerd. "
rcint_26562,Repair Café International,NLD,4,Button/switch,Vacuum,Sebo,End of life,2011,8.0,2019-12-07,,"knopje weigert, kan niet ingedrukt worden. defect niet kunnen vinden. "
rcint_2658,Repair Café International,GBR,2,Blockage,Vacuum,Unknown,End of life,,,2017-10-07,,Stopped picking up / sucking. 
rcint_2660,Repair Café International,GBR,2,Blockage,Vacuum,Unknown,Fixed,,,2017-10-07,,Motor intermittent. Blocked pipe overloading motor. Blockage cleared and advice given. 
rcint_26623,Repair Café International,GBR,2,Blockage,Vacuum,Dyson,Fixed,,,2019-12-07,,Burning rubber smell. Filter blocked so cleaned and tested. 
rcint_26629,Repair Café International,GBR,8,External damage,Vacuum,Bosch,Fixed,,,2019-12-07,,Broken handle. Glued item. 
rcint_26658,Repair Café International,GBR,13,Motor,Vacuum,Numatic,End of life,,,2019-12-07,,intermittant operation. Burnt motor. 
rcint_26666,Repair Café International,GBR,2,Blockage,Vacuum,Dyson,Fixed,,,2019-12-07,,Won't suck. Ducting blocked. cleared blockage. 
rcint_26670,Repair Café International,NLD,8,External damage,Vacuum,Nilfisk,Repairable,,,2019-12-09,,sluit niet goed. veer lam. 
rcint_26672,Repair Café International,NLD,5,Cable/cord,Vacuum,Miele,Repairable,,,2019-12-09,,SNoer rolt steeds in. -. klem gebruiken. 
rcint_26683,Repair Café International,NLD,5,Cable/cord,Vacuum,Dyson,Fixed,2012,7.0,2019-12-10,,draad wil er niet volledig uit. snoer zit vast. open gehaald en snoer los gemaakt. 
rcint_26705,Repair Café International,NLD,5,Cable/cord,Vacuum,Miele,Repairable,1990,29.0,2019-12-12,,snoer rolt  niet meer op. oprolveel defect. bij demontage bleek de veer gebroken. Klant gebruikt nu zonder oprolmechanisme. 
rcint_26726,Repair Café International,NLD,9,Filter,Vacuum,Philips,Fixed,2011,8.0,2019-12-13,,Filterkap valt eruit. Filterkap was niet goed aangedrukt. 
rcint_26729,Repair Café International,NLD,5,Cable/cord,Vacuum,Nilfisk,Fixed,2012,7.0,2019-12-13,,Kabelbreuk. Onderbreking. Kabel verwisseld. 
rcint_26762,Repair Café International,NLD,10,Hose/tube/pipe,Vacuum,Koenic,Fixed,2017,2.0,2019-12-14,,doet het niet meer. slanghaspel stuk. slanghaspel verwijderd en opnieuw aangesloten. 
rcint_26838,Repair Café International,NLD,5,Cable/cord,Vacuum,Miele,Fixed,2010,9.0,2019-12-14,,Doet niets. Snoerbreuk bij haspel. Ingekort en opnieuw gemonteerd. 
rcint_26845,Repair Café International,NLD,4,Button/switch,Vacuum,Ito,Fixed,,,2019-12-14,,Defecte schakelaar. idem. Schakelaar vernieuwd. 
rcint_26887,Repair Café International,NLD,4,Button/switch,Vacuum,Philips,Fixed,,,2019-12-14,,"stofzuiger doet het niet, bit te kort om hem te openen. mechanisch probleempje. powerswitch vastgezet. "
rcint_26912,Repair Café International,NLD,5,Cable/cord,Vacuum,AEG,Repairable,,,2019-12-14,,"doet niets meer, geen stroom aanvoer. defect draad. draad vervangen. "
rcint_26915,Repair Café International,NLD,2,Blockage,Vacuum,Miele,Fixed,2015,4.0,2019-12-14,,verstopt met stof. verstopt. schoongemaakt. 
rcint_26930,Repair Café International,FRA,15,Power/battery,Vacuum,Unknown,Fixed,,,2019-12-14,,Batterie constaté HS (2 ème visite de l'usager). Changement de la batterie. 
rcint_26974,Repair Café International,DEU,13,Motor,Vacuum,Vileda,End of life,,,2019-12-14,,Ein Rad dreht sich nicht. Motor defekt. 
rcint_26981,Repair Café International,NLD,4,Button/switch,Vacuum,Unknown,Fixed,,,2019-12-18,,schakelaar. 
rcint_27000,Repair Café International,NLD,1,Accessories/attachments,Vacuum,Unknown,Fixed,,,2019-12-19,,mondstuk kapot. mondstuk gemaakt. 
rcint_27006,Repair Café International,NLD,5,Cable/cord,Vacuum,Miele,Fixed,,,2019-12-19,,doet het niet meer. draadbreuk bij oprolspoel. draad wat ingekort. 
rcint_27013,Repair Café International,NLD,4,Button/switch,Vacuum,Miele,Fixed,2019,0.0,2019-12-19,,"alleen laagste zuigniveau. toerenregelingknop ""min""zat vast. knop gangbaar gemaakt (contactspray). "
rcint_27016,Repair Café International,NLD,11,Internal damage,Vacuum,Black & Decker,End of life,,,2019-12-19,,doet niets meer. oxidatie (30 jaar oud). 
rcint_27018,Repair Café International,NLD,9,Filter,Vacuum,Bestron,Fixed,,,2019-12-19,,zuigt niet. filter verstop. filter schoongemaakt. 
rcint_27048,Repair Café International,NLD,9,Filter,Vacuum,Devil,Fixed,,,2019-12-20,,zuigt niet goed. filter verstopt. filter schoongemaakt. 
rcint_27049,Repair Café International,NLD,15,Power/battery,Vacuum,Electrolux,End of life,,,2019-12-20,,accu kapot. aaccu dood. 
rcint_27080,Repair Café International,NLD,25,Poor data,Vacuum,AEG,Fixed,2012,7.0,2019-12-21,,Doet niets meer. Apparaat bleek niet kapot te zijn. Het apparaat was niet kapot. 
rcint_27092,Repair Café International,NLD,25,Poor data,Vacuum,Miele,Fixed,1995,24.0,2019-12-21,,Doet niets meer. Geen defect. Apparaat was niet kapot. 
rcint_27105,Repair Café International,NLD,12,Liquid damage,Vacuum,Miele,Fixed,,,2019-12-21,,"er is water mee gezogen, zekering springt eruit. electronica defect. Electronica verwijderd. "
rcint_2713,Repair Café International,NLD,11,Internal damage,Vacuum,Miele,Fixed,,,2017-10-14,,condensator rol los. print nasolderen en advies gegeven de koolstoffilter te vernieuwen. 
rcint_27133,Repair Café International,NLD,4,Button/switch,Vacuum,Verwerk,Fixed,,,2019-12-28,,"""klikt"" niet meer. Momentschakelaar defect. schakelaar doorverbonden. "
rcint_27136,Repair Café International,NLD,2,Blockage,Vacuum,Electrolux,Fixed,,,2019-12-28,,Toerental niet stabiel. Erg vuil vanbinnen. schoongemaakt. 
rcint_2715,Repair Café International,NLD,13,Motor,Vacuum,Philips,Fixed,2014,3.0,2017-10-14,,motor draait onregelmatig. de regeling uitgeschakeld. 
rcint_27151,Repair Café International,NLD,13,Motor,Vacuum,Miele,End of life,1998,21.0,2019-12-28,,zuigt niet en maakt rammelend geluid. achterste lager versleten. 
rcint_27161,Repair Café International,NLD,5,Cable/cord,Vacuum,Philips,Fixed,2009,10.0,2019-12-28,,snoer kapot. snoer ingekort. 
rcint_27168,Repair Café International,NLD,9,Filter,Vacuum,Nilfisk,Repairable,,,2019-12-28,,schakelt vanzelf uit. filter verstopt. advies gegeven op nieuw filter te kopen. 
rcint_27188,Repair Café International,NLD,4,Button/switch,Vacuum,Philips,Fixed,,,2019-12-28,,Doet het niet meer. Schakelaar stuk. Overbrugd?. 
rcint_27191,Repair Café International,NLD,2,Blockage,Vacuum,Siemens,Fixed,2010,9.0,2019-12-28,,Motor maakt veel lawaai en stinkt. Verstopt met hondenhaar. Reinigen. 
rcint_27207,Repair Café International,NLD,15,Power/battery,Vacuum,PowerPlus,Fixed,,,2020-01-02,,hij laadt niet meer op. trafo was stuk. andere trafo erin gezet. 
rcint_27224,Repair Café International,NLD,13,Motor,Vacuum,Unknown,End of life,2010,10.0,2020-01-03,,doet het niet meer. motor kapot. 
rcint_27255,Repair Café International,NLD,5,Cable/cord,Vacuum,Bosch,Fixed,2015,5.0,2020-01-04,,gaat niet meer aan. draadbreuk. draad ingekort en stekker gemonteerd. 
rcint_27260,Repair Café International,NLD,11,Internal damage,Vacuum,AEG,End of life,2013,7.0,2020-01-04,,werkt niet. los contact van de printplaat. 
rcint_27278,Repair Café International,NLD,15,Power/battery,Vacuum,Dirt Devil,Repairable,2017,3.0,2020-01-04,,werkt niet. accu defect. accu vervangen. 
rcint_27300,Repair Café International,NLD,11,Internal damage,Vacuum,Bosch,Fixed,2012,8.0,2020-01-04,,gaat niet aan en uit. TRIAC defect gemaakt met bypass. 
rcint_27311,Repair Café International,NLD,7,Dustbag/canister,Vacuum,tamington,Fixed,,,2020-01-04,,deksel gaat niet dicht. verkeerde montage. stofzak goed gemonteerd. 
rcint_27312,Repair Café International,NLD,13,Motor,Vacuum,Philips,End of life,2017,3.0,2020-01-04,,doet niets. motor stuk. 
rcint_27317,Repair Café International,NLD,5,Cable/cord,Vacuum,Philips,Fixed,,,2020-01-04,,snoer wind niet meer op. snoer zat vast. snoer opnieuw opgerold. 
rcint_27324,Repair Café International,NLD,15,Power/battery,Vacuum,Tomado,Fixed,,,2020-01-04,,laad niet. lader stuk. lader vervangen. 
rcint_27332,Repair Café International,NLD,15,Power/battery,Vacuum,Black & Decker,Repairable,,,2020-01-04,,laadt niet. accu. nieuwe accu kopen. 
rcint_27335,Repair Café International,NLD,11,Internal damage,Vacuum,Miele,Fixed,,,2020-01-04,,loopt instabiel. regelaar gesmeert. 
rcint_27354,Repair Café International,NLD,16,Wheels/rollers,Vacuum,LG,End of life,2014,6.0,2020-01-04,,"foutmelding linker wiel, daarna stopt hij. "
rcint_2736,Repair Café International,NLD,10,Hose/tube/pipe,Vacuum,Unknown,Repairable,,,2017-10-14,,stofzuigerslang gescheurd. los gemaakt en lijmklaar gemaakt. 
rcint_27361,Repair Café International,NLD,4,Button/switch,Vacuum,Bosch,Repairable,2012,8.0,2020-01-04,,aan/uitknop doet het niet. schakelaar goed doorduwen. 
rcint_27384,Repair Café International,NLD,11,Internal damage,Vacuum,Neato Robotics,Repairable,2017,3.0,2020-01-04,,problemen sinds bouwstof. contacten vervuild. contacten opgezuiverd + moet opnieuw opgeladen worden. 
rcint_27387,Repair Café International,NLD,5,Cable/cord,Vacuum,Siemens,Fixed,2016,4.0,2020-01-04,,snoer is vastgelopen - knijpt zichzelf vast. snoer is vastgelopen - knijpt zichzelf vast. snoer gangbaar gemaakt. 
rcint_27411,Repair Café International,NLD,11,Internal damage,Vacuum,Edwards,End of life,2000,20.0,2020-01-04,,pinnetje gebroken. 
rcint_27420,Repair Café International,NLD,9,Filter,Vacuum,Dirt Devil,Fixed,2015,5.0,2020-01-04,,Zuigt niet goed. Filter zit helemaal verstopt met dikke laag vuil. Filter schoongemaakt en advies over schoonmaken gegeven. 
