id,data_provider,country,language,product_category,brand,model,year_of_manufacture,repair_status,group_identifier,date,problem,
fixitclinic_402,Fixit Clinic,USA,English,Portable radio,JVC,RC-X220,????,Fixed,Fixit Clinic,2018-10-09,,
fixitclinic_403,Fixit Clinic,USA,English,Power tool,Milwaukee,Unknown,????,Fixed,Fixit Clinic,2018-10-12,,
fixitclinic_404,Fixit Clinic,USA,English,Misc,Bell Systems,500 C/D,2008,Fixed,Fixit Clinic,2018-10-13,I fixed it and it stopped working,
fixitclinic_405,Fixit Clinic,USA,English,Misc,llbean,Unknown,????,Repairable,Fixit Clinic,2018-10-14,,
fixitclinic_406,Fixit Clinic,USA,English,Printer/scanner,canon - older model (5 years?),5500(?),????,Repairable,Fixit Clinic,2018-10-14,,
fixitclinic_407,Fixit Clinic,USA,English,Vacuum,Dyson,Dc07,????,Repairable,Fixit Clinic,2018-10-21,Brush didn't rotate,
fixitclinic_408,Fixit Clinic,USA,English,Hi-Fi integrated,Bose,Wave,????,Fixed,Fixit Clinic,2018-10-21,Case was partially off,
fixitclinic_409,Fixit Clinic,USA,English,Laptop medium,HP ,HP15,2015,Repairable,Fixit Clinic,2018-10-21,Won't display screen at boot up,
fixitclinic_410,Fixit Clinic,USA,English,Lamp,Restoration Hardware,Unknown,????,Fixed,Fixit Clinic,2018-10-22,,
fixitclinic_411,Fixit Clinic,USA,English,Kettle,Aroma,-,????,End of life,Fixit Clinic,2018-10-28,,
fixitclinic_412,Fixit Clinic,USA,English,Lamp,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_413,Fixit Clinic,USA,English,Misc,Samsonite,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_414,Fixit Clinic,USA,English,Small kitchen item,Toastmaster,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_415,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_416,Fixit Clinic,USA,English,Hi-Fi separates,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_417,Fixit Clinic,USA,English,Lamp,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_418,Fixit Clinic,USA,English,Fan,Vornado,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_419,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_420,Fixit Clinic,USA,English,Lamp,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_421,Fixit Clinic,USA,English,Hi-Fi separates,Unknown,Unknown,????,End of life,Fixit Clinic,2018-10-28,,
fixitclinic_422,Fixit Clinic,USA,English,Small kitchen item,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_423,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_424,Fixit Clinic,USA,English,Hi-Fi separates,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_425,Fixit Clinic,USA,English,Misc,Sunbeam,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_426,Fixit Clinic,USA,English,Misc,Rowenta,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_427,Fixit Clinic,USA,English,Misc,Singer,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_428,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_429,Fixit Clinic,USA,English,Small kitchen item,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_430,Fixit Clinic,USA,English,TV and gaming-related accessories,Unknown,Unknown,????,End of life,Fixit Clinic,2018-10-28,,
fixitclinic_431,Fixit Clinic,USA,English,TV and gaming-related accessories,Unknown,Unknown,????,End of life,Fixit Clinic,2018-10-28,,
fixitclinic_432,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_433,Fixit Clinic,USA,English,Hi-Fi separates,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_434,Fixit Clinic,USA,English,PC Accessory,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_435,Fixit Clinic,USA,English,Mobile,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_436,Fixit Clinic,USA,English,Small kitchen item,Unknown,Unknown,????,End of life,Fixit Clinic,2018-10-28,,
fixitclinic_437,Fixit Clinic,USA,English,Small kitchen item,Unknown,Unknown,????,End of life,Fixit Clinic,2018-10-28,,
fixitclinic_438,Fixit Clinic,USA,English,Misc,REI,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_439,Fixit Clinic,USA,English,Portable radio,Innovative Tech,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_440,Fixit Clinic,USA,English,TV and gaming-related accessories,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_441,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_442,Fixit Clinic,USA,English,Misc,Vornado,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_443,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_444,Fixit Clinic,USA,English,TV and gaming-related accessories,Sony,TCD D7,????,Unknown,Fixit Clinic,2018-10-28,,
fixitclinic_445,Fixit Clinic,USA,English,TV and gaming-related accessories,DAEWOO,DV-T8DN,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_446,Fixit Clinic,USA,English,Misc,Singer ,Simple,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_447,Fixit Clinic,USA,English,Hair & Beauty item,Remington,H21SP,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_448,Fixit Clinic,USA,English,Fan,Vornado,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_449,Fixit Clinic,USA,English,Vacuum,Black and Decker,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_450,Fixit Clinic,USA,English,Misc,Custom art clock,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_451,Fixit Clinic,USA,English,Small kitchen item,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_452,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_453,Fixit Clinic,USA,English,Power tool,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_454,Fixit Clinic,USA,English,TV and gaming-related accessories,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_455,Fixit Clinic,USA,English,Desktop computer,MacBook,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_456,Fixit Clinic,USA,English,Decorative or safety lights,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_457,Fixit Clinic,USA,English,Misc,Haan,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_458,Fixit Clinic,USA,English,Power tool,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_459,Fixit Clinic,USA,English,Hi-Fi separates,Denon,DCM 260,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_460,Fixit Clinic,USA,English,Laptop medium,Dell,Inspiron,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_461,Fixit Clinic,USA,English,Lamp,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_462,Fixit Clinic,USA,English,Misc,Coleman,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_463,Fixit Clinic,USA,English,Misc,Coleman,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_464,Fixit Clinic,USA,English,Toy,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_465,Fixit Clinic,USA,English,Misc,Racer,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_466,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_467,Fixit Clinic,USA,English,Misc,Seville,Unknown,????,Fixed,Fixit Clinic,2018-10-28,,
fixitclinic_468,Fixit Clinic,USA,English,DLSR / Video Camera,Sony,Unknown,????,Repairable,Fixit Clinic,2018-10-28,,
fixitclinic_469,Fixit Clinic,USA,English,TV and gaming-related accessories,Sony,Unknown,????,End of life,Fixit Clinic,2018-11-01,,
fixitclinic_470,Fixit Clinic,USA,English,TV and gaming-related accessories,Dawoo,Unknown,????,Repairable,Fixit Clinic,2018-11-01,,
fixitclinic_471,Fixit Clinic,USA,English,Hair & Beauty item,Remington,H-21SP,????,Fixed,Fixit Clinic,2018-11-02,,
fixitclinic_472,Fixit Clinic,USA,English,Kettle,Zojirushi,CD-WBC30,2014,Repairable,Fixit Clinic,2018-11-03,"After washing the pot, the control panel no longer works when plugged in. Although I was careful not to get the exterior wet, water just have gotten into the control panel. However, if it is plugged in, the water inside the pot begins to boil but does not stop as the control panel no longer regulates the temperature. When the water in the pot boiled, the steam got into the control panel area and the panel is cloudy from the water/ steam.",
fixitclinic_473,Fixit Clinic,USA,English,Aircon/Dehumidifier,Sharper Image ,Ionic breeze,????,End of life,Fixit Clinic,2018-11-03,,
fixitclinic_474,Fixit Clinic,USA,English,Portable radio,Alpine,Unknown,????,End of life,Fixit Clinic,2018-11-03,,
fixitclinic_475,Fixit Clinic,USA,English,Misc,singer,"3116, simple",????,Fixed,Fixit Clinic,2018-11-04,,
fixitclinic_476,Fixit Clinic,USA,English,Misc,Troy Built,Unknown,2016,Fixed,Fixit Clinic,2018-11-05,U8nable to thread cutting line,
fixitclinic_477,Fixit Clinic,USA,English,Laptop medium,HP,pavillion,????,End of life,Fixit Clinic,2018-11-05,,
fixitclinic_478,Fixit Clinic,USA,English,Misc,"unknown, probably pretty old",unknown,????,Fixed,Fixit Clinic,2018-11-05,,
fixitclinic_479,Fixit Clinic,USA,English,Misc,kitchen aid,RKT2651X BU,????,Repairable,Fixit Clinic,2018-11-05,,
fixitclinic_480,Fixit Clinic,USA,English,Toy,Sharper Image ,Mini Cooper,2008,Fixed,Fixit Clinic,2018-11-05,Front wheels for turning were not working.,
fixitclinic_481,Fixit Clinic,USA,English,Lamp,n/a,Unknown,????,Repairable,Fixit Clinic,2018-11-05,,
fixitclinic_482,Fixit Clinic,USA,English,Hi-Fi separates,GE,Unknown,????,Repairable,Fixit Clinic,2018-11-06,,
fixitclinic_483,Fixit Clinic,USA,English,Power tool,Craftsman,Electric,????,Fixed,Fixit Clinic,2018-11-06,,
fixitclinic_484,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-11-06,,
fixitclinic_485,Fixit Clinic,USA,English,Misc,Rubbermaid,?,????,Fixed,Fixit Clinic,2018-11-08,,
fixitclinic_486,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Unknown,Fixit Clinic,2018-11-09,,
fixitclinic_487,Fixit Clinic,USA,English,TV and gaming-related accessories,Bose,Bose 123,????,Repairable,Fixit Clinic,2018-11-09,,
fixitclinic_488,Fixit Clinic,USA,English,Misc,Singer,5417c,2009,Repairable,Fixit Clinic,2018-11-10,"the bobbin thread not been picked by needle, so not forming a stitch.",
fixitclinic_489,Fixit Clinic,USA,English,Power tool,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-11-14,,
fixitclinic_490,Fixit Clinic,USA,English,Lamp,unknown,unknown,2008,Repairable,Fixit Clinic,2018-11-19,"The lamp does not illuminate.  It happened so long ago, that I don't recall whether it started flickering intermittently, or just blew out one day.  (My gut tells me probably the latter.)  ",
fixitclinic_491,Fixit Clinic,USA,English,Misc,coleman,don't know,????,Fixed,Fixit Clinic,2018-11-26,,
fixitclinic_492,Fixit Clinic,USA,English,Laptop medium,Apple,MacBook Pro Version 10.14.1,????,Fixed,Fixit Clinic,2018-12-10,,
fixitclinic_493,Fixit Clinic,USA,English,Misc,Zanussi,DW 910 TCR,2008,Repairable,Fixit Clinic,2018-12-29,The utensil tray rollers are damaged and do not pull out smoothly they wobble and get out of the rails but dishes can be set when pulled out carefully,
